00401000  type_info_destructor_dealloc
00458DE0  updateButtonSet
00458E70  sub_458E70
00458E90  sub_458E90
00458EF0  sub_458EF0
00459030  sub_459030
00459150  sub_459150
004591D0  sub_4591D0
00459360  sub_459360
004593A0  sub_4593A0
004596A0  sub_4596A0
00459770  sub_459770
004597C0  sub_4597C0
00459860  sub_459860
00459890  statbtn_BIN_ReplayProgressbar
004598D0  statbtn_Btn_Interact
004599A0  updateCurrentButtonset
00459AD0  statbtn_BIN_CustomCtrlID
00459AF0  BTNSACT_ChangeButtons
00459B00  statbtn_DLG_Interact
00459B90  load_statbtn_BIN
00459D90  sub_459D90
00459DC0  sub_459DC0
00459E00  sub_459E00
00459EC0  sub_459EC0
00459EF0  sub_459EF0
00459F30  SendMapNameData
00459FB0  extensionIsValidMap
0045A010  sub_45A010
0045A050  sub_45A050
0045A0B0  sub_45A0B0
0045A190  dataXFer_0x05
0045A1F0  dataXFer_0x03
0045A230  dataXFer_0x02
0045A290  openMapFile
0045A390  dataXFer_0x04
0045A4A0  fd_user
0045A520  sub_45A520
0045A570  CreateMapDownloadString
0045A600  dataXFer_0x01
0045A840  sub_45A840
0045A860  sub_45A860
0045A890  sub_45A890
0045A8B0  sub_45A8B0
0045A900  sub_45A900
0045A920  sub_45A920
0045A950  sub_45A950
0045A970  sub_45A970
0045A990  sub_45A990
0045A9B0  sub_45A9B0
0045AB20  sub_45AB20
0045ABA0  sub_45ABA0
0045ABE0  sub_45ABE0
0045AC10  sub_45AC10
0045AD20  sub_45AD20
0045AD90  updatePlayerForce
0045ADE0  sub_45ADE0
0045AE20  sub_45AE20
0045AEA0  verifyStandardScriptName
0045AEF0  AI_RunAIScript
0045AFF0  AISCRIPT_Get_u32
0045B010  AISCRIPT_Get_u16
0045B030  AISCRIPT_Get_u8
0045B0D0  AI_GetNuclearSilo
0045B100  getStandardUnitCount
0045B170  parseAIScriptName
0045B210  AI_FindSuitableUnit
0045B260  AI_GuardResources
0045B310  ReadAIThreadData
0045B3A0  WriteAIThreadData
0045B440  AI_AlliesWatch
0045B530  AI_Expand
0045B590  sub_45B590
0045B5F0  load_AIScript_BIN
0045B7A0  AI_CreateNuke
0045B810  AI_StartShareTown
0045B850  AIScript_switchCases
0045CBD0  AIScriptLoop
0045CC60  isValidMorph
0045CC90  isRectOutOfScreen_fixup
0045CD00  isMorphing
0045CD50  sub_45CD50
0045CE90  updateNewUnitVision
0045CF80  orders_DroneStartBuild
0045D040  sub_45D040
0045D0D0  orders_Morph2
0045D2E0  setDroneBuildButtonset
0045D410  ZergPlaceBuildingCntd
0045D500  orders_ZergBuildSelf
0045D790  sub_45D790
0045D890  sub_45D890
0045D910  sub_45D910
0045DA40  ZergPlaceBuilding
0045DC20  orders_Build5
0045DD60  orders_ZergBirth
0045DEA0  orders_Morph1
0045E090  orders_DroneBuild
0045E320  setBuildingSelPortrait
0045E360  statport_alloc
0045E3A0  setLastEventPosition
0045E450  rgbValue
0045E4C0  sub_45E4C0
0045E570  sub_45E570
0045E610  sub_45E610
0045E650  statPortBtnUpdate
0045E710  clearSelectionPortrait
0045E7A0  displayIdlePortrait
0045E8A0  displayTalkingPortrait
0045EA30  displayUpdatePortrait
0045EBC0  updateSelectedUnitPortrait
0045EC40  sub_45EC40
0045EDD0  GameTalkingPortrait
0045EE90  statPortBtnInteract
0045EF50  sub_45EF50
0045EFE0  DoUnitEventNotify
0045F0B0  statport_Buttonpress
0045F290  statport_Dlg_Interact
0045F320  loadPortdata_BINDLG
0045F7A0  CommandAt
0045F800  sub_45F800
0045F870  sub_45F870
0045F8D0  sub_45F8D0
0045F930  KillRemoveUnits_Force
0045F9A0  KillRemoveUnits_AllPlayers
0045FA10  KillRemoveUnits_NeutralPlayers
0045FA80  KillRemoveUnits_Allies
0045FAF0  KillRemoveUnits_Foes
0045FB60  KillRemoveUnits_NonAlliedVictoryPlayers
0045FBE0  getForcePlayers
0045FC40  GetAllPlayers
0045FCA0  GetNeutralPlayers
0045FD00  GetAllies
0045FD60  GetFoes
0045FDD0  GetNonAlliedVictoryPlayers
0045FE80  sub_45FE80
0045FEF0  isUnitOwnedByPlayerEx
0045FFE0  Score
00460160  Opponents
00460380  Deaths
004604A0  Kill
004605C0  Accumulate
004606B0  Command
00460860  sub_460860
00460980  sub_460980
004609D0  Bring
00460A80  sub_460A80
00460A90  sub_460A90
00460B20  sub_460B20
00460BB0  sub_460BB0
00460C30  sub_460C30
00460CB0  snd_SoundCheckbox
00460D00  snd_SoundSlider
00460D40  snd_dlg_UserCTRLID
00460D60  sub_460D60
00460DD0  load_Options_BIN
00460E20  snd_dlg_BINDLG_Main
00460F30  sub_460F30
00460FA0  sub_460FA0
00461020  sub_461020
00461160  sub_461160
00461430  lmission_DLG_Interact
00461510  wmission_BINDLG_Main
00461720  sub_461720
004617C0  sub_4617C0
00461800  SaveGame_Constructor_0
004618F0  sub_4618F0
004619A0  sub_4619A0
00461A30  DLG_loadsave_Act
00461A90  sub_461A90
00461AE0  DLG_loadsave_Destroy
00461BB0  loadSave_Delete
00461C20  sub_461C20
00461D40  loadsave_EditBoxInteract
00461D80  sub_461D80
00461E80  loadsave_ListBox
00461ED0  DLG_loadsave_User
00462060  DLG_LoadGame_Interact
004620E0  loadSaveGameBIN
00462100  LoadGame_DlgCreate
00462150  okBIN
004621F0  savegameBIN
00462310  sub_462310
004623C0  sub_4623C0
00462510  sub_462510
00462580  savegameBIN_DLG_Interact
00462600  savegameMenu
00462670  sub_462670
004626E0  sub_4626E0
00462760  sub_462760
00462830  sub_462830
00462880  sub_462880
00462930  sub_462930
00462960  sub_462960
00462A50  initDetailFinder
00462AC0  LoadUnitFinderData
00462BF0  WriteUnitFinderData
00462E70  AI_PlaceGuard
00462EA0  sub_462EA0
00463040  sub_463040
004630C0  sub_4630C0
00463310  sub_463310
00463330  sub_463330
00463360  AI_NukeReady
00463470  sub_463470
004634E0  sub_4634E0
00463530  AI_OrderHeal
004635B0  sub_4635B0
00463640  sub_463640
00463740  orders_MedicHeal2
00463770  orderReturnToIdle
004637B0  orders_HealMove
00463900  orders_Medic
00463A10  sub_463A10
00463C40  doMedicHeal
00463D50  completeAddon
00463DD0  sub_463DD0
00463F90  sub_463F90
00463FC0  AI_Proc_InfestedTerranDestroyEnemy
00464050  orders_MedicHoldPosition
00464180  orders_MedicHeal1
00464290  sub_464290
00464300  sub_464300
00464360  orders_BuildingLand
00464930  sub_464930
004649B0  orders_BuildingLiftoff
00464AE0  orders_TankMode
00464BD0  orders_SiegeMode
00464D10  orders_NukeTrack
00464E40  orders_PlaceScanner
00464FD0  orders_PlaceMine
00465200  sub_465200
00465270  getHangerTrainCount
00465330  GetHangerUnit
00465360  sub_465360
00465390  sub_465390
004653D0  getMaxHangerSpace
00465450  unitIsCarrierReaverSecondaryOrderState2
00465480  sub_465480
004654B0  orders_ReaverStop
004655F0  sub_4655F0
00465690  orders_ReaverAttack1
00465780  sub_465780
00465810  sub_465810
00465950  orders_CarrierAttack1
00465A60  sub_465A60
00465D30  sub_465D30
00465E00  orders_StrafeUnit2
00465F60  orders_StrafeUnit
00466170  sub_466170
00466270  sub_466270
00466300  addHangerUnit
00466440  sub_466440
004665D0  orders_Reaver
004666A0  orders_Carrier
00466790  secondaryOrd_TrainFighter
00466910  sub_466910
00466940  sub_466940
004669B0  sub_4669B0
004669E0  sub_4669E0
00466A30  sub_466A30
00466A70  refundQueueSlot
00466B40  sub_466B40
00466B70  sub_466B70
00466D10  getRepairInfo
00466E40  sub_466E40
00466E80  refundAllQueueSlots
00466EE0  verifyResources
00466F50  sub_466F50
00466FB0  ord_repair_subtract
00467030  sub_467030
004671B0  orders_ResetCollision1
00467250  HasMoneyCanMake
004672F0  sub_4672F0
00467340  setUnitHP
004673D0  orders_Repair1
00467760  orders_TerranBuildSelf
004678A0  sub_4678A0
004679A0  buildingAddon
00467A70  orders_SCVBuild2
00467FD0  orders_SCVBuild
00468200  attemptTrainHatchUnit
00468280  AI_CancelStructure
00468670  sub_468670
004686D0  sub_4686D0
00468770  sub_468770
00468830  setResourceCount
00468890  unit_isMineralField
004688B0  unit_isGeyserUnit
004688E0  unit_isResource
00468930  unit_isGeyserUnitEx
00468970  sub_468970
00468A60  sub_468A60
00468AA0  sub_468AA0
00468B00  sub_468B00
00468C70  sub_468C70
00468D10  sub_468D10
00468DB0  sub_468DB0
00468E40  sub_468E40
00468E80  orders_Harvest3
00468ED0  orders_Harvest4
00468EF0  sub_468EF0
00468F60  orders_HarvestMinerals2
00469240  orders_HarvestMinerals1
00469650  sub_469650
004696D0  sub_4696D0
004697C0  orders_HarvestMinerals3
00469980  orders_HarvestGas3
00469B00  getUnitFinderIndex
00469B60  sub_469B60
00469C20  sub_469C20
00469C90  sub_469C90
00469D00  SortTopBottom
00469D70  sortLeftRight
00469DE0  sub_469DE0
00469E50  sub_469E50
00469EC0  sub_469EC0
00469F60  sub_469F60
0046A000  sub_46A000
0046A300  sortUnit
0046A3A0  updateUnitOrderFinder
0046A560  sub_46A560
0046A5A0  sub_46A5A0
0046A640  UMAtMoveTarget
0046A6B0  UMFailedPath
0046A740  sub_46A740
0046A820  sub_46A820
0046A850  UMForceMoveFree
0046A8D0  UMDormant
0046A940  DestinationAndCollisionCheck
0046AA20  UMSlidePrep
0046AAB0  UMNewMoveTarget
0046AAE0  UMUIOrderDelay
0046AB10  UMScoutPath
0046AC60  UMFaceTarget
0046ACF0  UMBunker
0046AD40  UMBldgTurret
0046AD90  sub_46AD90
0046AE20  UMTerrainSlide
0046AF00  UMFixTerrain
0046B000  UMSlideFree
0046B220  UMWaitFree
0046B360  UMMoveToLegal
0046B400  UMFlyer
0046B500  sub_46B500
0046B5B0  UMGetFree
0046B700  UMLumpWannabe
0046B790  UMAtRest
0046B950  UMFollowPath
0046BBC0  UMRepathMovers
0046BC30  UMRepath
0046BCC0  UMTurnAndStart
0046BD90  UMStartPath
0046BDF0  UMCheckIllegal
0046BE80  UMTurret
0046BF00  _SetMoveTarget_xy
0046BF60  UMFixCollision
0046C2D0  UMRetryPath
0046C320  UMInitialize
0046C480  PathFindingSwitch
0046C6E0  sub_46C6E0
0046C750  waitLoop
0046C790  AddBriefingTrigger
0046C940  BRF_RectLoop2
0046C960  BRF_RectLoop1
0046C990  textScrollLoop
0046C9C0  CreateSkipTutorialButton
0046CA30  HidePortrait
0046CA90  sub_46CA90
0046CBC0  sub_46CBC0
0046CD30  updateMissionObjectives
0046CDD0  BRF_displayText
0046CF30  ShowPortrait
0046CFD0  sub_46CFD0
0046D040  SpeakingPortrait
0046D090  BriefingStart
0046D1B0  MissionBriefingLoop
0046D220  sub_46D220
0046D340  sub_46D340
0046D3C0  sub_46D3C0
0046D450  parseOrdersDatReqs
0046D4C0  parseTechUseData
0046D530  parseTechResearchData
0046D5A0  parseUpgradeData
0046D610  parseRequirementOpcodes
0046DC20  OrderAllowed
0046DD80  TechUseAllowed
0046DE90  ReasearchAllowed
0046DFC0  UpgradeAllowed
0046E100  parseUnitsDatReqs
0046E170  TTBaseUnitType
0046E1C0  TTAllowed
0046E740  CHK_PerformVCODcheck
0046E920  sub_46E920
0046E990  sub_46E990
0046EA70  loadSaiPaths
0046EC40  sub_46EC40
0046ED80  unit_isUnselectable
0046EEB0  refreshDragSelectBox
0046EEF0  sub_46EEF0
0046EFA0  sub_46EFA0
0046EFE0  sub_46EFE0
0046F040  sub_46F040
0046F0F0  SortAllUnits
0046F290  sub_46F290
0046F3A0  sub_46F3A0
0046F5B0  sub_46F5B0
0046FA00  sub_46FA00
0046FA40  getSelectedUnitsInBox
0046FB40  getSelectedUnitsAtPoint
0046FEA0  dragSelMouseUp
0046FF70  selectionBoxProc
00470040  drawDragSelBox
00470150  updatePlayerOwnerInternal
00470180  bootPlayer
004701A0  ForceNameTransfer
00470210  LOBSEND_0x50
00470250  LOBSEND_DataRequest
00470290  LOBSEND_ForceNames
00470310  LOBSEND_PlayerForceData
00470400  LOBSEND_SendMapData
00470480  LOBSEND_BootPlayer
00470520  lobbyChat_4D
004705D0  LOBSEND_0x4D
004706D0  lobbyChat_4C
00470720  onPlayerJoin
004707D0  LOBSEND_LobbyChat
00470840  playerForceDataTransfer
00470A30  LobbyRecv
00470BE0  getPlayerName
00470C00  getPlayerFlags
00470CB0  isValidSlot
00470D10  SetPlayerData
00470DB0  swapPlayers
00470DF0  SetSlotOwner
00470EF0  createUnknownConfirmationBuffer
00470F90  createGameSlotModBuffer
00471010  createMapDownloadPercentBuffer
00471050  createStartGameCommandBuffer
00471080  getCountdownTimerCount
00471090  resetCountdownTimerInterval
004710B0  clearGameNextMenu
00471260  resetDownloadPercent
00471270  CreateGameInitBuffer
00471300  RECV_raceChange
004713E0  RECV_PlayerVersion
00471460  RECV_GameSlotMod
00471570  RECV_SlotChange
00471670  RECV_ForceChangeUMS
00471750  RECV_ForceChangeMelee
00471860  RECV_SwapPlayers
004719D0  sub_4719D0
00471A50  JoinGame
00471D00  versionCheck
00471FB0  createVersionBuffer
00472060  RECV_StartGame
00472110  RECV_SetRandomSeed
00472210  sub_472210
00472260  sub_472260
00472300  sub_472300
00472500  sub_472500
00472570  sub_472570
00472770  initializeProviderVersion
00472800  sub_472800
00472840  Ban_Constructor
00472900  dataXFer_0x06
00472940  sub_472940
00472A00  dataXFer_0x00
00472A70  sub_472A70
00472AB0  UserInfo_Constructor
00472BA0  sub_472BA0
00472C10  sub_472C10
00472C90  sub_472C90
00472D60  killTimerFunc
00472DB0  TimerFunc
00472E00  SetTimerFunc
00472E50  SetFogMask
00472EB0  AddFogMask
00472F80  getActiveTileFlag
00473010  sub_473010
00473150  sub_473150
00473300  sub_473300
00473410  sub_473410
00473490  unitIsResourceContainer
004734B0  sub_4734B0
00473560  sub_473560
00473720  sub_473720
00473920  sub_473920
00473990  sub_473990
00473A10  sub_473A10
00473BD0  sub_473BD0
00473DB0  vespeneGeyserPlacebox
00473EF0  sub_473EF0
00473FB0  sub_473FB0
004741A0  sub_4741A0
00474280  sub_474280
004742D0  removeOrderFromUnitQueue
00474380  playSubunitIscript
004743D0  setSecondaryOrder
00474400  sub_474400
004744D0  sub_4744D0
00474500  sub_474500
00474540  unknownSpecialOrder
004745F0  performAnotherOrder
004746D0  sub_4746D0
00474760  sub_474760
00474790  sub_474790
004747C0  sub_4747C0
004747E0  sub_4747E0
00474810  order
004748E0  sub_4748E0
00474940  sub_474940
004749A0  sub_4749A0
004749D0  sub_4749D0
00474A20  sub_474A20
00474A70  sub_474A70
00474AF0  sub_474AF0
00474B40  orderImmediate
00474B90  queueNewOrder
00474C30  orderInterrupt
00474C70  _doOrder
00474CB0  sub_474CB0
00474CF0  _order
00474D10  issueQueuedOrderTarget
00474D60  __order
00474D90  isOrderValid
00474FB0  sub_474FB0
00475000  orders_Nothing2
00475220  sub_475220
00475260  orderTarget
004752B0  AssignOrderWithTarget
00475310  orderComputer_cl
00475350  sub_475350
004753A0  toIdle
004753E0  ISCRIPT_NoBrkCodeEnd
00475420  actUnitReturnToIdle
00475470  sub_475470
004754F0  sub_4754F0
004756B0  sub_4756B0
004756E0  sub_4756E0
00475710  orders_SelfDestructing
00475840  Unit::getAirWeapon()
00475870  getUnitMaxWpnRange
004759C0  incrementUnitKillCount
00475A10  hasGrndWeaponGraphic
00475A50  unitHasNoMainOrderType
00475A90  getGroundWeaponType
00475AD0  Unit::getGrndWeapon()
00475B90  orders_Guard
00475BE0  isAngleInAttackAngle
00475C80  unitCanAttackGroundType
00475CE0  canWeaponTargetUnit
00475DC0  getUpgradedWpnCooldown
00475E40  sub_475E40
00475EC0  getUnitDamageBonus
00475F10  sub_475F10
00475F50  sub_475F50
00476000  GetTargetAckRangeUpgrade
00476180  AI_TargetUnitCanAttack
00476210  isUnderDarkSwarm
004762C0  sub_4762C0
004763D0  isTargetWithinMinMovementRange
00476430  isUnitTargetOutOfMaxRange
004764D0  isUnitTargetInsideMinRange
00476550  IgnoreAllScriptAndGotoIdle
004765B0  weaponBehaviourCanHitTargetCheck
00476610  sub_476610
00476640  sub_476640
00476730  unitCanAttackTarget
00476870  isUnitInWeaponRange
00476930  sub_476930
004769D0  sub_4769D0
00476A50  sub_476A50
00476C50  sub_476C50
00476C90  doWeaponIscript
00476D30  sub_476D30
00476E60  sub_476E60
00476ED0  getWeaponBeginIscript
00476FC0  sub_476FC0
004770E0  sub_4770E0
00477160  sub_477160
00477510  sub_477510
004776C0  sub_4776C0
004777F0  orders_TurretGuard
00477820  sub_477820
00477980  orders_TurretAttack
00477D00  orders_AttackFixedRange
00477F10  sub_477F10
00477FD0  appyBunkerWeaponAnimation
004780F0  orders_Patrol
00478370  sub_478370
00478540  sub_478540
004788E0  orders_SapUnit
00478A40  orders_SapLocation
00478B40  attackApplyCooldown
00478DE0  orders_AttackMoveEP
00478EC0  orders_HarassMove
00479040  orders_AttackMove
00479200  orders_NukeGround
00479480  orders_Die
004795D0  sub_4795D0
00479730  attackOverlayAndNotify
004797B0  killTargetUnitCheck
00479930  DoWpnDamage
00479AE0  WeaponBulletShot
00479B40  ISCRIPT_AttackMelee
00479BD0  orders_AttackUnit
00479C30  ISCRIPT_UseWeapon
00479C90  FireUnitWeapon
00479D40  ISCRIPT_CastSpell
00479D60  ISCRIPT_AttackWith
00479E60  minorUnpackSharedSaveData
00479EC0  minorPackSharedSaveData
00479FA0  unitOrderMoveToTargetUnitResetOrderState
00479FE0  unitOrderMoveToTargetUnit
0047A070  sub_47A070
0047A120  sub_47A120
0047A350  sub_47A350
0047A4E0  sub_47A4E0
0047A670  sub_47A670
0047A6E0  sub_47A6E0
0047A750  sub_47A750
0047A820  imageRenderFxn11_0
0047AB40  sub_47AB40
0047ABE0  sub_47ABE0
0047ACF0  readUnitFile
0047AE30  loadImagesGRPData
0047AF30  loadImagesBufferData
0047AFE0  unit_isRefineryUnit
0047B070  unitIsFloorTrap
0047B090  getUnitNameStatString
0047B150  unitGetRace
0047B180  UpdateHPGain
0047B1D0  CUnitToUnitID
0047B210  unitIDtoUnitMemFast
0047B230  unitIDtoCUnit
0047B270  getLastQueueSlotType
0047B2E0  unitIsFactoryUnit
0047B340  increaseUpgradeLevel
0047B3C0  researchTech
0047B450  Unit::isCritter()
0047B490  Unit::isRescuable()
0047B4B0  Thg2SpecialDIsableUnit
0047B5A0  Unit::getName()
0047B5F0  GetModifiedUnitSpeed
0047B6A0  sub_47B6A0
0047B720  hasOverlay
0047B740  unitIsEnemy
0047B770  unit_IsStandardAndMovable
0047B810  unitLurkerIsNotIdle
0047B850  getModifiedUnitTurnRadius
0047B8A0  getModifiedUnitAcceleration
0047B8F0  GetUnitSpeed
0047B910  isUnitEnemy
0047B940  sub_47B940
0047B960  DisableDoodadState
0047BA00  EnableDoodadState
0047BAB0  orders_WatchTarget
0047BC10  ToggleDoodadState
0047BC50  orders_CloseDoor
0047BCD0  orders_OpenDoor
0047C0A0  orders_HideTrap
0047C210  orders_JunkYardDog
0047C3C0  orders_Critter
0047C4F0  orders_StayInRange
0047C9F0  GiveAllUnitPropertiesToPlayerAndMakeIdle
0047CB90  sub_47CB90
0047CC50  CMDACT_GameHash
0047CCB0  saveMinimapCounts
0047CCD0  GameHash
0047CD70  CreateResourcesHash
0047CDD0  CMD_GameHash
0047CE20  CreateMaskHash
0047CED0  CreateUnitsHash
0047CF10  CreateHash
0047CFC0  UpdateGameHash
0047D070  resetGameValues
0047D160  nullsub_gameloop
0047D170  SendTextNull
0047D230  isTileVisible
0047D290  isCreepCovered
0047D2C0  sub_47D2C0
0047D320  sub_47D320
0047D400  sub_47D400
0047D460  sub_47D460
0047D540  sub_47D540
0047D5F0  sub_47D5F0
0047D660  sub_47D660
0047D770  sub_47D770
0047D860  sub_47D860
0047D920  sub_47D920
0047D9D0  sub_47D9D0
0047DA80  sub_47DA80
0047DC10  sub_47DC10
0047DD60  sub_47DD60
0047DE40  sub_47DE40
0047DF90  sub_47DF90
0047E2D0  sub_47E2D0
0047E410  InitializeRandomizerInfo
0047E440  sub_47E440
0047E480  sub_47E480
0047E590  sub_47E590
0047E630  sub_47E630
0047E690  sub_47E690
0047E6D0  tips_PrevNext
0047E770  tips_ShowAtStartup
0047E7B0  tips_BinDLG_CustomCtrlID
0047E9A0  TIPS_BINDLG
0047EA30  loadTips_BINDLG
0047EA60  sub_47EA60
0047EAB0  sub_47EAB0
0047EB30  CenterCursorGameScreen
0047EB70  sub_47EB70
0047EBF0  drawStars2
0047EE20  drawStars
0047EF80  getScreenMoveState
0047F0E0  PollInput
0047F2C0  loadParallaxStarGfx
0047F440  sub_47F440
0047F4D0  verifyChatCommand
0047F590  LeagueChatFilter
0047F670  _?AUTBNETMESSAGE@@_1
0047F750  eventPrintGlobalText
0047F7A0  sendWhisper
0047F8F0  chatCommandFilter
0047FC50  maskSomething0
0047FE10  maskSomething2
0047FF10  sub_47FF10
00480000  sub_480000
004800A0  sub_4800A0
00480110  gndSightCB_Edge
00480200  gndSightCB_Inside
004802A0  airSightCB_Edge
00480310  airSightCB_Inside
00480350  sub_480350
00480430  sub_480430
004804D0  maskSomething1
004805F0  updateFog
004806F0  revealSightAtLocation
004807F0  sub_4807F0
00480880  RemoveFoWCheat
004808E0  updateAllFog
00480960  sub_480960
00480A40  sub_480A40
00480A90  saveColorSettings
00480AE0  sub_480AE0
00480B20  sub_480B20
00480B30  sub_480B30
00480B90  sub_480B90
00480BD0  sub_480BD0
00480C20  loadColorSettings
00480D00  video_Cancel
00480D50  video_PortraitRadioBtns
00480D90  video_CCyclingCheckbox
00480E10  video_GammaSlider
00480E50  video_CustomCTRLID
00480E70  video_Main
00480EE0  video_OK
00480F90  video_BINDLG_Main
004810A0  DestroyHelpContext
004810F0  ContextHelpUpdateProc
00481160  sub_481160
004811E0  sub_4811E0
00481260  sub_481260
00481330  CreateHelpContext
004813D0  refreshSelectionScreenEx
00481480  refreshSelectionScreen
00481510  CreateContextHelp
004816B0  md5_ctx_init
004818C0  DecryptKey
00481AE0  SaveCPUThrottleOption
00481B00  sub_481B00
00481B80  sub_481B80
00481D30  sub_481D30
00481D80  spd_speedSlider
00481DE0  spd_CPUThrottleCheckbox
00481E80  sub_481E80
00481EF0  CMDACT_GameSpeed
00481FA0  spd_dlg_Interact
00482090  SAI_PathCreate_Sub3_1_1_0_0
004821A0  SAI_PathCreate_Sub3_1_1_1
00482290  SAI_PathCreate_Sub3_1_1_0
00482850  SAI_PathCreate_Sub3_1_1
00482900  SAI_PathCreate_Sub3_1_0
00482AE0  SAI_PathCreate_Sub3_0_2
00482C60  SAI_PathCreate_Sub3_0_1
00482CC0  sub_482CC0
00482D30  SAI_PathCreate_Sub3_1_2_0
00482DA0  SAI_CreateRegionGroupings
00482E10  SAI_PathCreate_Sub3_2
00483030  SAI_PathCreate_Sub3_3
00483160  SAI_PathCreate_Sub5
00483260  SAI_PathCreate_Sub3_4
00483960  SAI_PathCreate_Sub3_0_0
00483B50  SAI_PathCreate_Sub3_1
00483C00  CreateUIUnreachableRegion
00483D20  SAI_PathCreate_Sub1
00483DD0  freeSaiPaths
00483E30  SAI_PathCreate_Sub3_0
00484210  SAI_PathCreate_Sub3
00484290  SAI_PathCreate
00484350  NullInput
00484360  saveScreenLocation
00484380  LMouseButtonDownProc
00484390  sub_484390
004843A0  MMouseButtonUpProc
004843F0  sub_4843F0
00484460  sub_484460
00484500  recallScreenLocation
00484520  MMouseButtonDownProc
00484590  standardHotkeys
004845F0  sub_4845F0
00484600  CancelBuildPlacement
00484620  RMouseButtonDownProc
004846B0  sub_4846B0
004846E0  CMDACT_Hotkey
00484CC0  SetInGameInputProcs
00484DC0  sub_484DC0
00484DF0  sub_484DF0
00484E90  sub_484E90
00484EF0  sub_484EF0
00484F20  sub_484F20
00484F50  gameIsTeamGame
00484F70  sub_484F70
00484FC0  sub_484FC0
00484FF0  getNextActivePlayer
004850F0  getTeamString
00485160  sub_485160
004855E0  sub_4855E0
00485710  illegalTeamCheck
004857B0  sub_4857B0
00485820  sub_485820
00485980  isStringValid
00485A40  sendTurn
00485AA0  GameKeepAlive
00485BB0  newGame
00485BD0  QueueGameCommand
00485D10  SendTextMessage
00485E60  CMDRECV_SetLatency
00485F30  SendTextMessagePrivate
00485F50  SendTextMessagePublic
00485F70  RecvMessage
00486040  LOBBYCLASS2_RECV
00486530  Cls2RecvFrom
00486580  RecvSaveTurns
004865D0  Game_RECV
00486F50  ParseGameRecvInfo
00487070  gameLoopTurns
00487100  replayLoop
00487250  BriefingLoopTurns
004872D0  isValid
004872E0  isNull
00487470  initializeThingyArray
00487540  packThingyData
004875F0  unpackThingyData
00487690  sub_487690
004877B0  isUnitOnMap
004878F0  sub_4878F0
00487990  initializeThingyArrays
00487A10  sub_487A10
00487A90  sub_487A90
00487B00  sub_487B00
00487C70  sub_487C70
00487CF0  CThingyIsVisible
00487DB0  readThingyArray
00487EC0  writeThingys
00487FD0  sub_487FD0
00488020  sub_488020
00488100  ReadThingyArrays
00488180  drawThingys
00488210  replaceSprite
00488350  sub_488350
00488410  sub_488410
00488510  updateThingys
00488550  InitializeThingyArray
00488660  GroundAttackInit
00488760  isSinglePaused
00488780  isGamePaused
00488790  TickCountSomething
00488800  PauseGame
004888C0  getSuppliesUsed
00488900  getSuppliesAvailable
00488990  getSuppliesMax
004889D0  getSuppliesRemaining
00488AF0  incrementUnitDeathScores
00488BF0  incrementUnitScores
00488D50  incrementUnitScoresEx
00488F90  InitializeUnitCounts
00489130  ExecuteTriggerActions
00489200  ExecuteTriggerConditions
00489350  sub_489350
004893C0  sub_4893C0
00489450  sub_489450
004894A0  sub_4894A0
004894C0  AddGameTrigger
00489790  sub_489790
004897E0  ReadTriggerNodeData
004899D0  WriteTriggerData
00489B30  sub_489B30
00489C30  UpdateCountdownTimer
00489CC0  sub_489CC0
00489DA0  sub_489DA0
00489E80  sub_489E80
00489FC0  sub_489FC0
0048A180  sub_48A180
0048A1C0  sub_48A1C0
0048A200  endgameCheck
0048A410  load_endmission
0048A460  sub_48A460
0048A560  BulletBehaviour_Instant
0048A690  InitializeBulletArray
0048A720  reorderBulletArrayReferences
0048A8D0  unpackBulletData
0048A9A0  packBulletData
0048AA80  assignWpnData
0048AAC0  clearUnitTarget
0048AB00  ReadBulletData
0048ABD0  ReadBulletDataEx
0048ACD0  GetUnitBulletDamage
0048ADB0  sub_48ADB0
0048AE40  ReadBulletsArray
0048AEB0  WriteBullets
0048AFD0  sub_48AFD0
0048B150  AirSplashProc
0048B1E0  sub_48B1E0
0048B250  sub_48B250
0048B2D0  BulletBehaviour_Bounce
0048B3B0  BulletBehaviour_Fly
0048B440  BulletBehaviour_Area
0048B500  BulletBehaviour_Follow
0048B570  sub_48B570
0048B680  SplashProc
0048B730  AirSplashProc2
0048B750  LurkerSplashProc
0048B770  CBullet_Damage
0048BC70  BulletBehaviour_Persist
0048BD50  BulletBehaviour_ReAssign
0048BEC0  InitializeBullet
0048C260  CreateBullet
0048C3D0  ImageDrawingBulletDrawing
0048C510  createOrder
0048C590  InitializeOrderArray
0048C770  unpackOrderData
0048C7D0  packOrderData
0048C870  ReadOrdersArray
0048C910  WriteOrders
0048CA10  CancelTargetOrder
0048CAF0  issueTriTargetOrder
0048CB80  updateTextDisplay
0048CC70  refreshGameTextIfCounterActive
0048CCB0  setUnitStatTxtErrorMsg
0048CCF0  refreshGameTextIfFlagIsSet
0048CD30  DisplayTextMessage
0048CE90  sub_48CE90
0048CF00  showStatTxtToPlayer
0048CF20  createTextMessageWithTimer
0048CF60  drawGameText
0048D0C0  BWFXN_PrintText
0048D140  UnitPlacementError
0048D1C0  BWFXN_DisplayText
0048D560  freePlaceboxBuffer
0048D5C0  placebuildingUpdateProc
0048D660  sub_48D660
0048D700  sub_48D700
